gene_id,gene_name,gene_chr,gene_start,gene_end,gene_strand,gene_length,gene_biotype,gene_description
b2048,cpsG,NC_000913.3,2121609,2122979,-,1371,protein_coding,"phosphomannomutase&&sp|P24175|MANB_ECOLI Phosphomannomutase OS=Escherichia coli (strain K12) OX=83333 GN=manB PE=3 SV=1 && PF00408:Phosphoglucomutase/phosphomannomutase, C-terminal domain|PF02880:Phosphoglucomutase/phosphomannomutase, alpha/beta/alpha domain III|PF02878:Phosphoglucomutase/phosphomannomutase, alpha/beta/alpha domain I|PF02879:Phosphoglucomutase/phosphomannomutase, alpha/beta/alpha domain II"
b1390,paaC,NC_000913.3,1455164,1455910,+,747,protein_coding,"phenylacetyl-CoA 1%2C2-epoxidase%2C structural subunit&&sp|P76079|PAAC_ECOLI 1,2-phenylacetyl-CoA epoxidase, subunit C OS=Escherichia coli (strain K12) OX=83333 GN=paaC PE=1 SV=1 && PF05138:Phenylacetic acid catabolic protein"
b4666,ibsE,NC_000913.3,3195141,3195200,+,60,protein_coding,toxic peptide IbsE&&-- && -
b4699,fnrS,NC_000913.3,1409129,1409250,+,122,protein_coding,small regulatory RNA FnrS&&-- && -
b3173,yhbX,NC_000913.3,3319988,3321613,-,1626,protein_coding,putative hydrolase YhbX&&sp|P42640|YHBX_ECOLI Putative transferase YhbX OS=Escherichia coli (strain K12) OX=83333 GN=yhbX PE=1 SV=2 && PF00884:Sulfatase
b2846,yqeH,NC_000913.3,2987536,2988168,+,633,protein_coding,putative LuxR family transcriptional regulator YqeH&&sp|Q46941|YQEH_ECOLI Uncharacterized protein YqeH OS=Escherichia coli (strain K12) OX=83333 GN=yqeH PE=4 SV=2 && -
b3377,yhfT,NC_000913.3,3506032,3507336,-,1305,protein_coding,uncharacterized protein YhfT&&sp|P45546|YHFT_ECOLI Uncharacterized protein YhfT OS=Escherichia coli (strain K12) OX=83333 GN=yhfT PE=4 SV=2 && PF10797:Protein of unknown function
b3394,hofN,NC_000913.3,3521433,3521972,-,540,protein_coding,DNA utilization protein HofN&&sp|P64634|HOFN_ECOLI DNA utilization protein HofN OS=Escherichia coli (strain K12) OX=83333 GN=hofN PE=4 SV=1 && PF05137:Fimbrial assembly protein (PilN)
b0586,entF,NC_000913.3,614157,618038,+,3882,protein_coding,apo-serine activating enzyme&&sp|P11454|ENTF_ECOLI Enterobactin synthase component F OS=Escherichia coli (strain K12) OX=83333 GN=entF PE=1 SV=3 && PF00975:Thioesterase domain|PF00501:AMP-binding enzyme|PF00668:Condensation domain|PF00550:Phosphopantetheine attachment site
b2052,fcl,NC_000913.3,2126225,2127190,-,966,protein_coding,GDP-L-fucose synthase&&sp|P32055|FCL_ECOLI GDP-L-fucose synthase OS=Escherichia coli (strain K12) OX=83333 GN=fcl PE=1 SV=2 && PF01370:NAD dependent epimerase/dehydratase family
b1360,ydaV,NC_000913.3,1421983,1422729,+,747,protein_coding,putative ATP-binding protein YdaV&&sp|P77546|YDAV_ECOLI Uncharacterized protein YdaV OS=Escherichia coli (strain K12) OX=83333 GN=ydaV PE=4 SV=1 && PF01695:IstB-like ATP binding protein
b4491,ycgH,NC_000913.3,1219601,1222248,+,2648,protein_coding,--&&sp|Q9JMS3|YUAQ_ECOLI Uncharacterized protein YuaQ OS=Escherichia coli (strain K12) OX=83333 GN=yuaQ PE=4 SV=1 && PF03797:Autotransporter beta-domain
b3531,bcsZ,NC_000913.3,3689155,3690261,-,1107,protein_coding,endo-1%2C4-D-glucanase&&sp|P37651|GUN_ECOLI Endoglucanase OS=Escherichia coli (strain K12) OX=83333 GN=bcsZ PE=1 SV=1 && PF01270:Glycosyl hydrolases family 8
b1742,ves,NC_000913.3,1824362,1824937,-,576,protein_coding,HutD family protein Ves&&sp|C4ZZ98|VES_ECOBW Protein Ves OS=Escherichia coli (strain K12 / MC4100 / BW2952) OX=595496 GN=ves PE=3 SV=1 && PF05962:HutD
b2711,norW,NC_000913.3,2833912,2835045,+,1134,protein_coding,NADH:flavorubredoxin reductase&&sp|C4ZYV6|NORW_ECOBW Nitric oxide reductase FlRd-NAD(+) reductase OS=Escherichia coli (strain K12 / MC4100 / BW2952) OX=595496 GN=norW PE=3 SV=1 && PF18113:Rubredoxin binding C-terminal domain|PF07992:Pyridine nucleotide-disulphide oxidoreductase
b3216,yhcD,NC_000913.3,3362807,3365188,+,2382,protein_coding,putative fimbrial usher protein YhcD&&sp|P45420|YHCD_ECOLI Uncharacterized outer membrane usher protein YhcD OS=Escherichia coli (strain K12) OX=83333 GN=yhcD PE=3 SV=1 && PF13954:PapC N-terminal domain|PF13953:PapC C-terminal domain|PF00577:Outer membrane usher protein
b4463,ygcU,NC_000913.3,2897964,2899418,-,1455,protein_coding,"putative FAD-containing dehydrogenase&&sp|Q46911|YGCU_ECOLI Uncharacterized FAD-linked oxidoreductase YgcU OS=Escherichia coli (strain K12) OX=83333 GN=ygcU PE=3 SV=4 && PF02913:FAD linked oxidases, C-terminal domain|PF01565:FAD binding domain"
b4669,ilvX,NC_000913.3,3950507,3950557,+,51,protein_coding,uncharacterized protein IlvX&&-- && -
b2365,dsdX,NC_000913.3,2477847,2479184,+,1338,protein_coding,D-serine transporter&&sp|P08555|DSDX_ECOLI D-serine transporter DsdX OS=Escherichia coli (strain K12) OX=83333 GN=dsdX PE=1 SV=2 && PF02447:GntP family permease
b1489,dosP,NC_000913.3,1563334,1565733,-,2400,protein_coding,"oxygen-sensing c-di-GMP phosphodiesterase DosP&&sp|P76129|DOSP_ECOLI Oxygen sensor protein DosP OS=Escherichia coli (strain K12) OX=83333 GN=dosP PE=1 SV=4 && PF13426:PAS domain|PF00990:Diguanylate cyclase, GGDEF domain|PF00563:EAL domain"
b1102,fhuE,NC_000913.3,1159362,1161551,-,2190,protein_coding,ferric coprogen/ferric rhodotorulic acid outer membrane transporter&&sp|P16869|FHUE_ECOLI FhuE receptor OS=Escherichia coli (strain K12) OX=83333 GN=fhuE PE=1 SV=2 && PF00593:TonB dependent receptor|PF07715:TonB-dependent Receptor Plug Domain
b1148,ymfM,NC_000913.3,1203822,1204160,+,339,protein_coding,cell division inhibitor YmfM&&sp|P75977|YMFM_ECOLI Uncharacterized protein YmfM OS=Escherichia coli (strain K12) OX=83333 GN=ymfM PE=4 SV=1 && PF13973:Domain of unknown function (DUF4222)
b1495,yddB,NC_000913.3,1575247,1577619,-,2373,protein_coding,putative TonB-dependent receptor YddB&&sp|P31827|YDDB_ECOLI Uncharacterized protein YddB OS=Escherichia coli (strain K12) OX=83333 GN=yddB PE=1 SV=2 && PF07715:TonB-dependent Receptor Plug Domain
b4610,ygdT,NC_000913.3,2969330,2969476,-,147,protein_coding,YgdT&&sp|A0A385XJL2|YGDT_ECOLI Protein YgdT OS=Escherichia coli (strain K12) OX=83333 GN=ygdT PE=4 SV=1 && -
b4785,yqgH,NC_000913.3,3109317,3109400,-,84,protein_coding,protein YqgH&&sp|P0DSG3|YQGH_ECOLI Protein YqgH OS=Escherichia coli (strain K12) OX=83333 GN=yqgH PE=1 SV=1 && -
b3579,yiaO,NC_000913.3,3746094,3747080,+,987,protein_coding,"2%2C3-diketo-L-gulonate:Na(+) symporter - periplasmic binding protein&&sp|P37676|YIAO_ECOLI 2,3-diketo-L-gulonate-binding periplasmic protein YiaO OS=Escherichia coli (strain K12) OX=83333 GN=yiaO PE=1 SV=1 && PF03480:Bacterial extracellular solute-binding protein, family 7"
b2546,yphD,NC_000913.3,2675827,2676825,-,999,protein_coding,putative ABC transporter membrane subunit YphD&&sp|P77315|YPHD_ECOLI Probable ABC transporter permease protein YphD OS=Escherichia coli (strain K12) OX=83333 GN=yphD PE=3 SV=1 && PF02653:Branched-chain amino acid transport system / permease component
b3684,yidP,NC_000913.3,3863899,3864615,+,717,protein_coding,"putative DNA-binding transcriptional regulator YidP&&sp|P31453|YIDP_ECOLI Uncharacterized HTH-type transcriptional regulator YidP OS=Escherichia coli (strain K12) OX=83333 GN=yidP PE=4 SV=1 && PF07702:UTRA domain|PF00392:Bacterial regulatory proteins, gntR family"
b2122,yehQ,NC_000913.3,2209100,2210944,+,1845,protein_coding,SWIM zinc finger domains-containing protein YehQ&&sp|P33353|YEHQ_ECOLI Protein YehQ OS=Escherichia coli (strain K12) OX=83333 GN=yehQ PE=4 SV=2 && -
b2060,wzc,NC_000913.3,2133490,2135652,-,2163,protein_coding,protein-tyrosine kinase Wzc&&sp|P76387|WZC_ECOLI Tyrosine-protein kinase wzc OS=Escherichia coli (strain K12) OX=83333 GN=wzc PE=1 SV=2 && PF02706:Chain length determinant protein|PF13614:AAA domain|PF13807:G-rich domain on putative tyrosine kinase
b1057,yceJ,NC_000913.3,1118480,1119046,-,567,protein_coding,putative cytochrome b561 YceJ&&sp|P75925|C56I_ECOLI Cytochrome b561 homolog 2 OS=Escherichia coli (strain K12) OX=83333 GN=yceJ PE=1 SV=1 && PF01292:Prokaryotic cytochrome b561
b4011,yjaA,NC_000913.3,4213234,4213617,+,384,protein_coding,stress response protein&&sp|P09162|YJAA_ECOLI Uncharacterized protein YjaA OS=Escherichia coli (strain K12) OX=83333 GN=yjaA PE=4 SV=1 && -
b0982,etp,NC_000913.3,1044230,1044676,-,447,protein_coding,phosphotyrosine-protein phosphatase Etp&&sp|P0ACZ3|ETP_ECO57 Low molecular weight protein-tyrosine-phosphatase Etp OS=Escherichia coli O157:H7 OX=83334 GN=etp PE=3 SV=1 && PF01451:Low molecular weight phosphotyrosine protein phosphatase
b0530,sfmA,NC_000913.3,558212,558754,+,543,protein_coding,putative fimbrial protein SfmA&&sp|P0ABW6|SFMA_ECO57 Uncharacterized fimbrial-like protein SfmA OS=Escherichia coli O157:H7 OX=83334 GN=sfmA PE=3 SV=1 && PF00419:Fimbrial protein
b1336,abgT,NC_000913.3,1400247,1401773,-,1527,protein_coding,p-aminobenzoyl glutamate:H(+) symporter&&sp|P46133|ABGT_ECOLI p-aminobenzoyl-glutamate transport protein OS=Escherichia coli (strain K12) OX=83333 GN=abgT PE=1 SV=3 && PF03806:AbgT putative transporter family
b0989,cspH,NC_000913.3,1050963,1051175,-,213,protein_coding,CspA family protein CspH&&sp|P0A984|CSPH_ECO57 Cold shock-like protein CspH OS=Escherichia coli O157:H7 OX=83334 GN=cspH PE=3 SV=1 && PF00313:'Cold-shock' DNA-binding domain
b1350,recE,NC_000913.3,1414786,1417386,-,2601,protein_coding,exonuclease VIII%2C ds DNA exonuclease%2C 5' --> 3' specific&&sp|P15032|RECE_ECOLI Exodeoxyribonuclease 8 OS=Escherichia coli (strain K12) OX=83333 GN=recE PE=1 SV=3 && PF12684:PDDEXK-like domain of unknown function (DUF3799)|PF06630:Enterobacterial exodeoxyribonuclease VIII
b3667,uhpC,NC_000913.3,3847305,3848624,-,1320,protein_coding,inner membrane protein sensing glucose-6-phosphate&&sp|P09836|UHPC_ECOLI Membrane sensor protein UhpC OS=Escherichia coli (strain K12) OX=83333 GN=uhpC PE=1 SV=3 && PF07690:Major Facilitator Superfamily
b2998,yghW,NC_000913.3,3146450,3146737,-,288,protein_coding,DUF2623 domain-containing protein YghW&&sp|P64576|YGHW_ECO57 Uncharacterized protein YghW OS=Escherichia coli O157:H7 OX=83334 GN=yghW PE=4 SV=1 && PF11115:Protein of unknown function (DUF2623)
b4465,yggP,NC_000913.3,3076179,3077456,-,1278,protein_coding,putative zinc-binding dehydrogenase YggP&&sp|P52048|YGGP_ECOLI Uncharacterized protein YggP OS=Escherichia coli (strain K12) OX=83333 GN=yggP PE=4 SV=1 && PF08240:Alcohol dehydrogenase GroES-like domain|PF00107:Zinc-binding dehydrogenase
b0229,lfhA,NC_000913.3,248358,250070,-,1713,protein_coding,--&&sp|Q47153|LFHA_ECOLI Putative truncated flagellar export/assembly protein LfhA OS=Escherichia coli (strain K12) OX=83333 GN=lfhA PE=5 SV=1 && PF00771:FHIPEP family
Novel00286,-,NC_000913.3,3654552,3654875,-,324,-,-
b3369,yhfL,NC_000913.3,3499448,3499615,+,168,protein_coding,DUF4223 domain-containing lipoprotein YhfL&&sp|P64629|YHFL_ECO57 Uncharacterized protein YhfL OS=Escherichia coli O157:H7 OX=83334 GN=yhfL PE=4 SV=1 && PF13978:Protein of unknown function (DUF4223)
b2078,baeS,NC_000913.3,2162876,2164279,+,1404,protein_coding,"sensor histidine kinase BaeS&&sp|P30847|BAES_ECOLI Signal transduction histidine-protein kinase BaeS OS=Escherichia coli (strain K12) OX=83333 GN=baeS PE=1 SV=2 && PF02518:Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase|PF00512:His Kinase A (phospho-acceptor) domain|PF00672:HAMP domain"
b1559,ydfT,NC_000913.3,1642489,1643241,-,753,protein_coding,putative antitermination protein Q&&sp|P76161|REQ2_ECOLI Prophage antitermination protein Q homolog QuuQ OS=Escherichia coli (strain K12) OX=83333 GN=quuQ PE=3 SV=2 && PF03589:Antitermination protein
Novel00035,-,NC_000913.3,427832,428078,-,247,-,-
b1947,fliO,NC_000913.3,2021504,2021869,+,366,protein_coding,"flagellar biosynthesis protein FliO&&sp|P22586|FLIO_ECOLI Flagellar protein FliO OS=Escherichia coli (strain K12) OX=83333 GN=fliO PE=3 SV=3 && PF04347:Flagellar biosynthesis protein, FliO"
b1904,yecR,NC_000913.3,1988222,1988545,+,324,protein_coding,lipoprotein YecR&&sp|P76308|YECR_ECOLI Uncharacterized protein YecR OS=Escherichia coli (strain K12) OX=83333 GN=yecR PE=4 SV=1 && PF13992:YecR-like lipoprotein
b0704,ybfC,NC_000913.3,735650,736219,+,570,protein_coding,uncharacterized protein YbfC&&sp|P28915|YBFC_ECOLI Uncharacterized protein YbfC OS=Escherichia coli (strain K12) OX=83333 GN=ybfC PE=3 SV=1 && -
Novel00200,-,NC_000913.3,2716583,2716996,-,414,-,-
b2057,wcaC,NC_000913.3,2130853,2132070,-,1218,protein_coding,colanic acid biosynthesis galactosyltransferase WcaC&&sp|P71237|WCAC_ECOLI Putative colanic acid biosynthesis glycosyl transferase WcaC OS=Escherichia coli (strain K12) OX=83333 GN=wcaC PE=4 SV=2 && PF00534:Glycosyl transferases group 1|PF13439:Glycosyltransferase Family 4
b3325,gspD,NC_000913.3,3456377,3458329,+,1953,protein_coding,Type II secretion system protein GspD&&sp|P45758|GSPD_ECOLI Putative secretin GspD OS=Escherichia coli (strain K12) OX=83333 GN=gspD PE=1 SV=2 && PF03958:Bacterial type II/III secretion system short domain|PF00263:Bacterial type II and III secretion system protein
b2077,mdtD,NC_000913.3,2161464,2162879,+,1416,protein_coding,putative multidrug efflux pump MdtD&&sp|C4ZSG5|MDTD_ECOBW Putative multidrug resistance protein MdtD OS=Escherichia coli (strain K12 / MC4100 / BW2952) OX=595496 GN=mdtD PE=3 SV=1 && PF07690:Major Facilitator Superfamily
b3882,yihU,NC_000913.3,4072675,4073571,-,897,protein_coding,3-sulfolactaldehyde reductase&&sp|P0A9V8|SQUU_ECOLI 3-sulfolactaldehyde reductase OS=Escherichia coli (strain K12) OX=83333 GN=yihU PE=1 SV=1 && PF03446:NAD binding domain of 6-phosphogluconate dehydrogenase|PF14833:NAD-binding of NADP-dependent 3-hydroxyisobutyrate dehydrogenase
b0310,ykgH,NC_000913.3,324696,325364,-,669,protein_coding,uncharacterized protein YkgH&&sp|P77180|YKGH_ECOLI Uncharacterized protein YkgH OS=Escherichia coli (strain K12) OX=83333 GN=ykgH PE=4 SV=1 && -
b1263,trpD,NC_000913.3,1319789,1321384,-,1596,protein_coding,"anthranilate synthase subunit TrpD&&sp|P00904|TRPGD_ECOLI Bifunctional protein TrpGD OS=Escherichia coli (strain K12) OX=83333 GN=trpGD PE=1 SV=3 && PF00117:Glutamine amidotransferase class-I|PF00591:Glycosyl transferase family, a/b domain|PF02885:Glycosyl transferase family, helical bundle domain"
b1391,paaD,NC_000913.3,1455925,1456422,+,498,protein_coding,"phenylacetate degradation protein&&sp|P76080|PAAD_ECOLI Putative 1,2-phenylacetyl-CoA epoxidase, subunit D OS=Escherichia coli (strain K12) OX=83333 GN=paaD PE=1 SV=2 && PF01883:Iron-sulfur cluster assembly protein"
b4730,yahV,NC_000913.3,331802,331876,+,75,protein_coding,protein YahV&&-- && -
b1877,yecT,NC_000913.3,1961972,1962460,+,489,protein_coding,protein YecT&&sp|P76296|YECT_ECOLI Uncharacterized protein YecT OS=Escherichia coli (strain K12) OX=83333 GN=yecT PE=4 SV=2 && PF07007:Lysozyme inhibitor LprI
b0595,entB,NC_000913.3,627694,628551,+,858,protein_coding,enterobactin synthase component B&&sp|P0ADI5|ENTB_ECO57 Enterobactin synthase component B OS=Escherichia coli O157:H7 OX=83334 GN=entB PE=3 SV=1 && PF00857:Isochorismatase family|PF00550:Phosphopantetheine attachment site
b1420,mokB,NC_000913.3,1491962,1492129,-,168,protein_coding,putative regulatory protein MokB&&sp|P76096|MOKB_ECOLI Regulatory protein MokB OS=Escherichia coli (strain K12) OX=83333 GN=mokB PE=4 SV=1 && PF01848:Hok/gef family
Novel00214,-,NC_000913.3,2854213,2854399,-,187,-,-
b1044,ymdA,NC_000913.3,1105414,1105725,+,312,protein_coding,uncharacterized protein YmdA&&sp|P75917|YMDA_ECOLI Uncharacterized protein YmdA OS=Escherichia coli (strain K12) OX=83333 GN=ymdA PE=2 SV=1 && -
b3678,yidJ,NC_000913.3,3856911,3858404,-,1494,protein_coding,putative sulfatase/phosphatase YidJ&&sp|P31447|YIDJ_ECOLI Uncharacterized sulfatase YidJ OS=Escherichia coli (strain K12) OX=83333 GN=yidJ PE=3 SV=1 && PF16347:Domain of unknown function (DUF4976)|PF00884:Sulfatase
b4556,glvG,NC_000913.3,3861173,3861987,-,815,protein_coding,--&&sp|P31450|GLVG_ECOLI Putative inactive 6-phospho-alpha-glucosidase OS=Escherichia coli (strain K12) OX=83333 GN=glvG PE=5 SV=1 && PF02056:Family 4 glycosyl hydrolase|PF11975:Family 4 glycosyl hydrolase C-terminal domain
b4205,ytfA,NC_000913.3,4427694,4428095,+,402,protein_coding,"--&&sp|P39309|YTFA_ECOLI Putative uncharacterized protein YtfA OS=Escherichia coli (strain K12) OX=83333 GN=ytfA PE=5 SV=1 && PF17938:Tetracyclin repressor-like, C-terminal domain"
b3364,tsgA,NC_000913.3,3492568,3493749,+,1182,protein_coding,putative transporter TsgA&&sp|A7ZSN9|TSGA_ECO24 Protein TsgA OS=Escherichia coli O139:H28 (strain E24377A / ETEC) OX=331111 GN=tsgA PE=3 SV=1 && PF07690:Major Facilitator Superfamily
b2224,atoB,NC_000913.3,2326109,2327293,+,1185,protein_coding,"acetyl-CoA acetyltransferase&&sp|P76461|ATOB_ECOLI Acetyl-CoA acetyltransferase OS=Escherichia coli (strain K12) OX=83333 GN=atoB PE=1 SV=1 && PF02803:Thiolase, C-terminal domain|PF00108:Thiolase, N-terminal domain"
b4799,ysgD,NC_000913.3,4001218,4001274,+,57,protein_coding,protein YsgD&&-- && -
b2629,yfjM,NC_000913.3,2765513,2765776,-,264,protein_coding,protein YfjM&&sp|P52128|YFJM_ECOLI Uncharacterized protein YfjM OS=Escherichia coli (strain K12) OX=83333 GN=yfjM PE=4 SV=1 && -
b1038,csgF,NC_000913.3,1101711,1102127,-,417,protein_coding,"curli assembly component CsgF&&sp|P0AEA0|CSGF_ECO57 Curli production assembly/transport component CsgF OS=Escherichia coli O157:H7 OX=83334 GN=csgF PE=3 SV=1 && PF10614:Type VIII secretion system (T8SS), CsgF protein"
b3142,yraH,NC_000913.3,3287426,3288010,+,585,protein_coding,putative fimbrial protein YraH&&sp|P42913|YRAH_ECOLI Uncharacterized fimbrial-like protein YraH OS=Escherichia coli (strain K12) OX=83333 GN=yraH PE=2 SV=1 && PF00419:Fimbrial protein
b0589,fepG,NC_000913.3,620196,621188,-,993,protein_coding,ferric enterobactin ABC transporter membrane subunit FepG&&sp|P23877|FEPG_ECOLI Ferric enterobactin transport system permease protein FepG OS=Escherichia coli (strain K12) OX=83333 GN=fepG PE=1 SV=2 && PF01032:FecCD transport family
b2085,yegR,NC_000913.3,2167989,2168306,-,318,protein_coding,uncharacterized protein YegR&&sp|P76406|YEGR_ECOLI Uncharacterized protein YegR OS=Escherichia coli (strain K12) OX=83333 GN=yegR PE=4 SV=2 && -
b4282,yjhE,NC_000913.3,4506861,4507109,+,249,protein_coding,--&&sp|P39355|YJHE_ECOLI Putative uncharacterized protein YjhE OS=Escherichia coli (strain K12) OX=83333 GN=yjhE PE=5 SV=2 && PF11700:Vacuole effluxer Atg22 like
b3944,yijF,NC_000913.3,4137040,4137657,-,618,protein_coding,DUF1287 domain-containing protein YijF&&sp|P32668|YIJF_ECOLI Uncharacterized protein YijF OS=Escherichia coli (strain K12) OX=83333 GN=yijF PE=3 SV=1 && PF06940:Domain of unknown function (DUF1287)
b4653,yicT,NC_000913.3,3836425,3836556,+,132,protein_coding,--&&-- && -
b4308,yjhR,NC_000913.3,4535015,4536031,+,1017,protein_coding,--&&sp|P39369|YJHR_ECOLI Putative uncharacterized protein YjhR OS=Escherichia coli (strain K12) OX=83333 GN=yjhR PE=5 SV=1 && PF13091:PLD-like domain|PF13087:AAA domain
b1772,ydjH,NC_000913.3,1855981,1856928,-,948,protein_coding,L-glycero-L-galacto-octuluronate kinase&&sp|P77493|YDJH_ECOLI Uncharacterized sugar kinase YdjH OS=Escherichia coli (strain K12) OX=83333 GN=ydjH PE=1 SV=2 && PF00294:pfkB family carbohydrate kinase
b4696,yneO,NC_000913.3,1592665,1598086,-,5422,protein_coding,--&&sp|P32051|YDEK_ECOLI Uncharacterized lipoprotein YdeK OS=Escherichia coli (strain K12) OX=83333 GN=ydeK PE=5 SV=2 && PF03797:Autotransporter beta-domain|PF03212:Pertactin|PF13018:Extended Signal Peptide of Type V secretion system
b2486,hyfF,NC_000913.3,2606917,2608497,+,1581,protein_coding,"hydrogenase 4 component F&&sp|P77437|HYFF_ECOLI Hydrogenase-4 component F OS=Escherichia coli (strain K12) OX=83333 GN=hyfF PE=3 SV=1 && PF00361:Proton-conducting membrane transporter|PF00662:NADH-Ubiquinone oxidoreductase (complex I), chain 5 N-terminus"
b2691,argQ,NC_000913.3,2817784,2817860,-,77,protein_coding,tRNA-Arg&&-- && -
b1457,ydcD,NC_000913.3,1529922,1530404,+,483,protein_coding,uncharacterized protein YdcD&&sp|P31991|YDCD_ECOLI Uncharacterized protein YdcD OS=Escherichia coli (strain K12) OX=83333 GN=ydcD PE=4 SV=2 && -
b1943,fliK,NC_000913.3,2018386,2019513,+,1128,protein_coding,flagellar hook-length control protein&&sp|P52614|FLIK_ECOLI Flagellar hook-length control protein OS=Escherichia coli (strain K12) OX=83333 GN=fliK PE=3 SV=1 && PF02120:Flagellar hook-length control protein FliK
b3889,yiiE,NC_000913.3,4079291,4079509,+,219,protein_coding,"putative DNA-binding transcriptional regulator YiiE&&sp|Q8X8C1|YIIE_ECO57 Uncharacterized protein YiiE OS=Escherichia coli O157:H7 OX=83334 GN=yiiE PE=3 SV=3 && PF01402:Ribbon-helix-helix protein, copG family"
b4646,yrdE,NC_000913.3,3404638,3405031,+,394,protein_coding,--&&sp|B7LRM9|MSRQ_ESCF3 Protein-methionine-sulfoxide reductase heme-binding subunit MsrQ OS=Escherichia fergusonii (strain ATCC 35469 / DSM 13698 / CCUG 18766 / IAM 14443 / JCM 21226 / LMG 7866 / NBRC 102419 / NCTC 12128 / CDC 0568-73) OX=585054 GN=msrQ PE=3 SV=1 && -
b3690,cbrA,NC_000913.3,3869377,3870441,+,1065,protein_coding,colicin M resistance protein&&sp|P31456|CBRA_ECOLI Protein CbrA OS=Escherichia coli (strain K12) OX=83333 GN=cbrA PE=2 SV=2 && -
